Просмотры,Время просмотра (часы),Поделились,Постоянные зрители,Новые комментарии,Отказались от подписки,Новые подписчики,Новые зрители,Среднее число просмотров одним пользователем,Уникальные зрители,CTR для значков видео (%),Показы,Подписчики,Средний процент просмотра (%),Процент лайков,Средняя продолжительность просмотра,Дизлайки,Лайки
707.0,34.1108,0.0,121.0,0.0,2.0,5.0,266.0,1.8269,387.0,4.89,6315.0,3.0,32.23,100.0,173.69007072135784,0.0,20.0
800.0,37.0073,2.0,128.0,0.0,3.0,6.0,285.0,1.937,413.0,5.41,6243.0,3.0,31.27,100.0,166.53285,0.0,10.0
762.0,33.0906,7.0,143.0,1.0,3.0,4.0,305.0,1.7009,448.0,5.01,7020.0,1.0,30.77,86.67,156.33354330708661,2.0,13.0
852.0,30.4672,3.0,216.0,1.0,9.0,7.0,332.0,1.5547,548.0,4.37,9479.0,-2.0,28.47,92.59,128.73464788732394,2.0,25.0
568.0,23.7183,3.0,105.0,0.0,5.0,13.0,196.0,1.887,301.0,5.99,4526.0,8.0,27.58,88.89,150.32725352112678,3.0,24.0
559.0,22.8493,6.0,112.0,1.0,3.0,8.0,213.0,1.72,325.0,6.15,4833.0,5.0,25.65,62.5,147.15112701252235,3.0,5.0
628.0,25.6481,9.0,144.0,1.0,5.0,3.0,296.0,1.4273,440.0,6.42,4956.0,-2.0,24.23,90.91,147.02732484076435,1.0,10.0
858.0,40.5666,5.0,161.0,2.0,3.0,11.0,377.0,1.5948,538.0,5.93,7534.0,8.0,30.9,95.45,170.2095104895105,1.0,21.0
863.0,38.8017,5.0,161.0,1.0,0.0,5.0,375.0,1.6101,536.0,5.95,7811.0,5.0,27.41,85.71,161.86108922363846,2.0,12.0
1098.0,47.0762,5.0,224.0,2.0,6.0,13.0,439.0,1.6561,663.0,5.55,10559.0,7.0,27.0,80.0,154.3481967213115,3.0,12.0
1361.0,65.7871,11.0,231.0,1.0,2.0,10.0,482.0,1.9088,713.0,5.68,13214.0,8.0,31.21,95.56,174.01437178545186,2.0,43.0
736.0,36.387,4.0,170.0,1.0,4.0,4.0,276.0,1.6502,446.0,6.36,6223.0,0.0,32.25,97.5,177.97989130434783,1.0,39.0
1122.0,48.2749,10.0,239.0,0.0,4.0,5.0,448.0,1.6332,687.0,6.9,7668.0,1.0,26.92,97.3,154.89272727272729,1.0,36.0
1379.0,56.2782,8.0,258.0,1.0,3.0,11.0,591.0,1.6243,849.0,6.32,10634.0,8.0,25.03,95.12,146.9191588107324,2.0,39.0
1413.0,59.8838,22.0,306.0,0.0,1.0,4.0,553.0,1.6449,859.0,6.52,11786.0,3.0,25.32,82.61,152.57019108280255,4.0,19.0
1514.0,66.7979,6.0,328.0,0.0,4.0,9.0,624.0,1.5903,952.0,7.39,10601.0,5.0,26.74,79.17,158.83252311756937,10.0,38.0
1788.0,77.3282,15.0,341.0,1.0,6.0,7.0,684.0,1.7444,1025.0,7.45,13220.0,1.0,27.32,92.59,155.69436241610737,2.0,25.0
2066.0,96.7299,13.0,380.0,3.0,3.0,15.0,718.0,1.8816,1098.0,7.42,15020.0,12.0,29.64,93.02,168.55161665053242,3.0,40.0
1317.0,57.9147,4.0,258.0,0.0,2.0,5.0,453.0,1.8523,711.0,6.4,10477.0,3.0,28.02,90.63,158.3089749430524,3.0,29.0
1350.0,58.5116,5.0,282.0,3.0,2.0,7.0,551.0,1.6206,833.0,6.55,11170.0,5.0,26.47,90.91,156.03093333333334,2.0,20.0
1728.0,74.3488,9.0,337.0,2.0,4.0,7.0,693.0,1.6777,1030.0,6.55,13860.0,3.0,27.5,93.22,154.89333333333332,4.0,55.0
1725.0,76.0468,14.0,325.0,1.0,1.0,9.0,629.0,1.8082,954.0,5.52,16917.0,8.0,27.47,90.0,158.70636521739132,3.0,27.0
1805.0,81.6324,11.0,334.0,2.0,8.0,8.0,683.0,1.7748,1017.0,8.43,11884.0,0.0,28.15,87.8,162.81254293628808,5.0,36.0
1738.0,75.8036,18.0,341.0,2.0,4.0,12.0,679.0,1.7039,1020.0,6.78,14074.0,8.0,27.0,96.3,157.01551208285386,1.0,26.0
1694.0,71.9628,23.0,360.0,0.0,3.0,11.0,614.0,1.7392,974.0,7.65,12338.0,8.0,26.96,79.31,152.9315702479339,6.0,23.0
1365.0,61.4195,11.0,298.0,0.0,6.0,11.0,399.0,1.9584,697.0,5.54,11428.0,5.0,29.61,85.19,161.9854945054945,4.0,23.0
1155.0,53.3852,11.0,249.0,1.0,4.0,15.0,403.0,1.7715,652.0,6.56,9199.0,11.0,29.67,92.59,166.39542857142857,2.0,25.0
980.0,42.6843,12.0,236.0,1.0,3.0,8.0,348.0,1.6781,584.0,7.06,6873.0,5.0,28.23,91.67,156.79946938775512,2.0,22.0
1087.0,48.6012,13.0,230.0,0.0,3.0,10.0,426.0,1.657,656.0,5.82,9330.0,7.0,29.05,89.47,160.9607359705612,2.0,17.0
970.0,42.1455,4.0,201.0,1.0,7.0,4.0,387.0,1.6497,588.0,6.07,7708.0,-3.0,29.36,100.0,156.4162886597938,0.0,22.0
835.0,36.5278,10.0,179.0,1.0,2.0,5.0,295.0,1.7616,474.0,5.04,7775.0,3.0,28.4,95.65,157.48512574850298,1.0,22.0
694.0,31.7666,1.0,137.0,0.0,4.0,9.0,234.0,1.8706,371.0,5.99,6210.0,5.0,29.64,97.06,164.78351585014408,1.0,33.0
277.0,12.0867,0.0,73.0,0.0,1.0,3.0,124.0,1.4061,197.0,4.67,3107.0,2.0,27.34,90.91,157.08346570397111,1.0,10.0
175.0,7.6425,0.0,58.0,0.0,0.0,2.0,63.0,1.4463,121.0,3.81,2230.0,2.0,26.4,100.0,157.21714285714285,0.0,5.0
340.0,15.436,11.0,81.0,0.0,5.0,2.0,136.0,1.5668,217.0,4.92,3069.0,-3.0,29.51,100.0,163.44,0.0,9.0
601.0,22.0136,6.0,122.0,0.0,1.0,6.0,255.0,1.5942,377.0,6.14,5096.0,5.0,23.41,80.0,131.86183028286192,2.0,8.0
924.0,37.5792,4.0,159.0,0.0,3.0,9.0,382.0,1.7079,541.0,6.45,7266.0,6.0,25.05,88.89,146.41246753246753,2.0,16.0
1141.0,44.3349,11.0,231.0,1.0,4.0,12.0,480.0,1.6048,711.0,6.68,8339.0,8.0,24.34,87.5,139.8822436459246,2.0,14.0
1306.0,53.1127,9.0,265.0,3.0,3.0,6.0,562.0,1.5792,827.0,7.16,8939.0,3.0,24.37,89.47,146.40560490045942,2.0,17.0
729.0,30.9128,6.0,145.0,0.0,2.0,4.0,323.0,1.5577,468.0,5.07,6621.0,2.0,26.08,90.91,152.6558024691358,1.0,10.0
1086.0,44.4091,15.0,204.0,0.0,2.0,7.0,443.0,1.6785,647.0,7.38,7400.0,5.0,25.62,96.3,147.21248618784531,1.0,26.0
1352.0,52.5183,16.0,245.0,0.0,0.0,8.0,586.0,1.627,831.0,6.7,10060.0,8.0,23.93,93.75,139.84162721893492,2.0,30.0
1439.0,55.0919,18.0,260.0,1.0,4.0,16.0,633.0,1.6114,893.0,6.65,10419.0,12.0,23.9,88.89,137.8254621264767,4.0,32.0
1562.0,60.8963,14.0,286.0,1.0,4.0,6.0,648.0,1.6724,934.0,8.24,9854.0,2.0,24.36,94.44,140.34998719590268,1.0,17.0
1451.0,59.5889,26.0,264.0,0.0,4.0,4.0,699.0,1.5067,963.0,7.81,9239.0,0.0,24.58,88.89,147.84289455547898,3.0,24.0
1551.0,62.9042,7.0,286.0,1.0,4.0,9.0,692.0,1.5859,978.0,6.92,11776.0,5.0,24.55,88.57,146.00588007736945,4.0,31.0
858.0,35.7595,2.0,184.0,0.0,2.0,6.0,356.0,1.5889,540.0,6.52,6492.0,4.0,26.07,90.0,150.03986013986017,2.0,18.0
972.0,38.0003,9.0,203.0,2.0,2.0,12.0,427.0,1.5429,630.0,7.15,6672.0,10.0,23.34,90.0,140.74185185185186,2.0,18.0
1237.0,50.9283,10.0,211.0,1.0,1.0,5.0,561.0,1.6023,772.0,7.6,7576.0,4.0,25.56,90.0,148.2149393694422,3.0,27.0
1144.0,48.2845,25.0,243.0,0.0,2.0,7.0,535.0,1.4704,778.0,7.45,7333.0,5.0,24.48,81.82,151.94423076923078,4.0,18.0
1365.0,51.0685,32.0,230.0,1.0,4.0,9.0,645.0,1.56,875.0,7.04,10209.0,5.0,23.69,86.36,134.68615384615384,3.0,19.0
1234.0,48.7892,7.0,212.0,1.0,3.0,9.0,567.0,1.5841,779.0,5.89,10536.0,6.0,24.2,89.47,142.3347811993517,2.0,17.0
1265.0,51.8542,25.0,226.0,0.0,2.0,12.0,585.0,1.5598,811.0,6.61,10030.0,10.0,25.41,89.47,147.5692648221344,2.0,17.0
827.0,26.7726,11.0,145.0,1.0,2.0,3.0,284.0,1.9277,429.0,6.67,6061.0,1.0,21.12,90.0,116.543361547763,1.0,9.0
808.0,31.1086,7.0,159.0,0.0,1.0,5.0,373.0,1.5188,532.0,5.71,7145.0,4.0,23.35,93.33,138.60267326732674,1.0,14.0
1270.0,47.0021,10.0,216.0,1.0,3.0,9.0,512.0,1.7445,728.0,5.79,10902.0,6.0,23.28,100.0,133.23429921259842,0.0,18.0
1225.0,49.7522,5.0,227.0,2.0,5.0,15.0,573.0,1.5313,800.0,6.98,9025.0,10.0,25.4,96.67,146.2105469387755,1.0,29.0
1259.0,54.5295,15.0,208.0,1.0,3.0,7.0,564.0,1.6308,772.0,6.76,8738.0,4.0,28.14,86.96,155.92231930103256,3.0,20.0
1162.0,46.102,4.0,179.0,1.0,4.0,12.0,533.0,1.632,712.0,6.45,8326.0,8.0,25.34,92.31,142.8289156626506,2.0,24.0
1134.0,44.7664,6.0,224.0,1.0,0.0,13.0,520.0,1.5242,744.0,6.6,8332.0,13.0,24.33,94.44,142.11555555555555,1.0,17.0
824.0,34.7169,6.0,150.0,0.0,5.0,5.0,342.0,1.6748,492.0,6.13,6586.0,0.0,26.72,83.33,151.67577669902914,1.0,5.0
809.0,37.5901,14.0,160.0,0.0,1.0,11.0,346.0,1.5988,506.0,6.17,6740.0,10.0,28.7,94.44,167.27362175525337,1.0,17.0
1075.0,44.7334,14.0,186.0,1.0,2.0,6.0,507.0,1.5512,693.0,6.35,7774.0,4.0,26.64,87.5,149.80487441860467,2.0,14.0
1216.0,44.9737,7.0,219.0,1.0,2.0,6.0,536.0,1.6106,755.0,6.17,10050.0,4.0,23.49,75.0,133.14582236842105,5.0,15.0
1234.0,54.1909,12.0,159.0,2.0,1.0,8.0,553.0,1.7331,712.0,5.63,10140.0,7.0,28.04,83.33,158.09338735818477,4.0,20.0
1141.0,47.2434,6.0,172.0,0.0,3.0,8.0,565.0,1.5482,737.0,6.35,8945.0,5.0,25.93,85.19,149.05893076248904,4.0,23.0
1268.0,51.4902,11.0,156.0,1.0,2.0,11.0,593.0,1.6929,749.0,6.61,9928.0,9.0,27.0,100.0,146.1866876971609,0.0,32.0
776.0,32.4133,2.0,118.0,1.0,7.0,10.0,340.0,1.6943,458.0,5.38,6299.0,3.0,27.4,93.33,150.3709793814433,1.0,14.0
700.0,27.0986,7.0,102.0,1.0,4.0,3.0,367.0,1.4925,469.0,5.21,6175.0,-1.0,24.15,88.24,139.36422857142858,2.0,15.0
1152.0,49.9955,6.0,135.0,0.0,1.0,7.0,536.0,1.7168,671.0,5.67,8948.0,6.0,28.83,96.0,156.23593749999998,1.0,24.0
1084.0,47.6809,7.0,136.0,0.0,3.0,9.0,560.0,1.5575,696.0,5.66,9649.0,6.0,27.47,94.87,158.34985239852398,2.0,37.0
1152.0,48.9266,10.0,167.0,1.0,6.0,12.0,558.0,1.589,725.0,6.17,8480.0,6.0,27.5,90.63,152.895625,3.0,29.0
1209.0,46.9872,12.0,173.0,0.0,3.0,18.0,566.0,1.636,739.0,5.66,10492.0,15.0,24.28,96.67,139.91225806451615,1.0,29.0
1310.0,57.6626,6.0,158.0,1.0,2.0,12.0,637.0,1.6478,795.0,6.74,9141.0,10.0,27.61,100.0,158.462106870229,0.0,23.0
770.0,29.7273,7.0,116.0,0.0,3.0,6.0,353.0,1.6418,469.0,5.83,6684.0,3.0,23.88,87.5,138.98477922077922,2.0,14.0
760.0,29.6484,5.0,115.0,0.0,4.0,5.0,387.0,1.5139,502.0,5.25,7066.0,1.0,24.06,78.95,140.4397894736842,4.0,15.0
1125.0,43.0608,12.0,159.0,2.0,2.0,8.0,550.0,1.5867,709.0,5.55,9650.0,6.0,23.91,100.0,137.79456,0.0,19.0
1020.0,44.0799,8.0,149.0,0.0,4.0,9.0,532.0,1.4978,681.0,3.95,13140.0,5.0,27.29,100.0,155.57611764705885,0.0,17.0
1118.0,44.2018,1.0,158.0,1.0,3.0,12.0,553.0,1.5724,711.0,6.01,8726.0,9.0,25.43,92.86,142.33137745974955,2.0,26.0
1189.0,43.6462,10.0,139.0,3.0,2.0,11.0,583.0,1.6468,722.0,6.9,8488.0,9.0,23.26,97.06,132.1499747687132,1.0,33.0
1251.0,52.9076,19.0,147.0,0.0,2.0,10.0,627.0,1.6163,774.0,5.82,10213.0,8.0,26.99,90.0,152.25208633093527,2.0,18.0
775.0,29.8483,5.0,157.0,0.0,3.0,7.0,324.0,1.6112,481.0,5.31,6514.0,4.0,25.15,85.71,138.65016774193546,2.0,12.0
812.0,37.2829,9.0,147.0,0.0,3.0,8.0,368.0,1.5767,515.0,5.57,7167.0,5.0,29.56,80.0,165.29364532019704,3.0,12.0
1064.0,43.4385,9.0,163.0,0.0,7.0,7.0,534.0,1.5265,697.0,5.19,10447.0,0.0,26.41,90.91,146.97236842105264,2.0,20.0
1156.0,45.37,7.0,194.0,3.0,3.0,7.0,564.0,1.5251,758.0,6.28,9221.0,4.0,24.36,80.95,141.29065743944636,4.0,17.0
1427.0,52.8587,19.0,203.0,2.0,6.0,14.0,654.0,1.6651,857.0,5.76,11223.0,8.0,24.28,87.5,133.3506096706377,3.0,21.0
1232.0,45.4055,7.0,181.0,1.0,3.0,8.0,658.0,1.4684,839.0,5.86,8806.0,5.0,22.68,89.47,132.6784090909091,2.0,17.0
1211.0,52.6724,7.0,202.0,3.0,4.0,17.0,535.0,1.6431,737.0,5.72,9374.0,13.0,27.47,88.89,156.5818662262593,4.0,32.0
974.0,44.2607,3.0,165.0,0.0,3.0,7.0,361.0,1.8517,526.0,6.81,6355.0,4.0,29.14,96.15,163.591909650924,1.0,25.0
1140.0,45.4052,9.0,180.0,0.0,3.0,12.0,371.0,2.069,551.0,6.62,9110.0,9.0,26.22,92.31,143.38484210526315,2.0,24.0
1166.0,48.6172,5.0,180.0,0.0,2.0,12.0,423.0,1.9337,603.0,6.29,9578.0,10.0,27.57,84.21,150.10456260720412,3.0,16.0
1051.0,42.0796,8.0,164.0,1.0,1.0,5.0,470.0,1.6577,634.0,6.07,8370.0,4.0,25.83,79.17,144.13564224548048,5.0,19.0
1123.0,48.2986,5.0,197.0,0.0,1.0,10.0,514.0,1.5795,711.0,6.13,8485.0,9.0,27.55,95.0,154.83077471059661,1.0,19.0
1032.0,44.1422,5.0,156.0,0.0,1.0,6.0,477.0,1.6303,633.0,5.63,8674.0,5.0,27.56,93.33,153.98441860465118,1.0,14.0
1030.0,39.9811,13.0,171.0,0.0,3.0,5.0,400.0,1.8039,571.0,5.74,8622.0,2.0,26.06,85.0,139.73976699029126,3.0,17.0
687.0,28.4553,3.0,105.0,0.0,2.0,3.0,255.0,1.9083,360.0,4.88,7005.0,1.0,27.81,90.0,149.1107423580786,1.0,9.0
668.0,27.8201,10.0,113.0,1.0,2.0,9.0,278.0,1.7084,391.0,4.69,6672.0,7.0,27.65,100.0,149.92868263473054,0.0,18.0
932.0,36.3756,7.0,175.0,0.0,4.0,9.0,431.0,1.538,606.0,5.43,8323.0,5.0,24.69,73.68,140.50660944206007,5.0,14.0
1035.0,42.2856,5.0,168.0,2.0,2.0,6.0,514.0,1.5176,682.0,6.44,7590.0,4.0,26.27,86.36,147.08034782608695,3.0,19.0
1268.0,57.232,7.0,205.0,0.0,0.0,3.0,552.0,1.675,757.0,5.89,8638.0,3.0,29.99,89.47,162.4883280757098,2.0,17.0
1081.0,43.8468,7.0,175.0,0.0,4.0,11.0,553.0,1.4849,728.0,6.02,8339.0,7.0,26.97,96.0,146.020795559667,1.0,24.0
1363.0,56.1653,19.0,188.0,2.0,4.0,16.0,607.0,1.7145,795.0,5.48,11770.0,12.0,27.43,95.65,148.34561995597946,1.0,22.0
804.0,30.9756,3.0,120.0,0.0,2.0,11.0,337.0,1.7593,457.0,4.96,7384.0,9.0,26.02,92.86,138.69671641791047,1.0,13.0
902.0,33.9548,12.0,148.0,0.0,5.0,4.0,424.0,1.5769,572.0,5.81,6803.0,-1.0,25.09,100.0,135.51804878048782,0.0,11.0
1114.0,41.0383,10.0,162.0,1.0,0.0,3.0,542.0,1.5824,704.0,5.72,10170.0,3.0,24.48,76.47,132.61928186714542,4.0,13.0
1193.0,47.6982,11.0,162.0,1.0,2.0,7.0,580.0,1.6078,742.0,5.8,10671.0,5.0,27.1,81.25,143.93421626152556,3.0,13.0
1522.0,66.7154,15.0,216.0,0.0,5.0,11.0,658.0,1.7414,874.0,6.62,10851.0,6.0,29.54,94.44,157.80252299605783,1.0,17.0
1251.0,47.6906,17.0,201.0,0.0,7.0,5.0,617.0,1.5293,818.0,5.92,9960.0,-2.0,25.32,80.0,137.23913669064748,4.0,16.0
1278.0,55.4898,7.0,207.0,0.0,3.0,10.0,585.0,1.6136,792.0,6.34,9753.0,7.0,28.97,100.0,156.3092957746479,0.0,30.0
771.0,34.0413,4.0,137.0,1.0,5.0,4.0,332.0,1.6439,469.0,5.13,7198.0,-1.0,29.59,100.0,158.94770428015562,0.0,10.0
878.0,38.1127,14.0,139.0,0.0,7.0,6.0,353.0,1.7846,492.0,5.1,7924.0,-1.0,29.25,93.33,156.27075170842824,1.0,14.0
1031.0,42.7577,5.0,166.0,0.0,1.0,9.0,499.0,1.548,666.0,5.67,8776.0,8.0,27.27,78.95,149.29943743937923,4.0,15.0
1092.0,46.152,11.0,180.0,0.0,3.0,7.0,552.0,1.4918,732.0,5.14,10169.0,4.0,27.81,96.3,152.14945054945056,1.0,26.0
1410.0,52.1606,18.0,210.0,1.0,4.0,8.0,735.0,1.4921,945.0,5.5,10317.0,4.0,24.6,80.77,133.17600000000002,5.0,21.0
1221.0,45.4332,10.0,189.0,1.0,6.0,8.0,641.0,1.4711,830.0,6.43,8914.0,2.0,25.42,100.0,133.95538083538082,0.0,18.0
1392.0,57.5476,9.0,202.0,2.0,3.0,15.0,636.0,1.6611,838.0,6.7,10361.0,12.0,28.34,86.84,148.83,5.0,33.0
939.0,31.5926,3.0,149.0,1.0,2.0,3.0,341.0,1.9163,490.0,5.4,7414.0,1.0,22.67,84.62,121.12178913738019,2.0,11.0
739.0,31.1833,9.0,111.0,0.0,0.0,11.0,330.0,1.6757,441.0,4.87,6998.0,11.0,30.4,100.0,151.90782138024355,0.0,21.0
1090.0,42.8382,7.0,163.0,1.0,4.0,9.0,535.0,1.5616,698.0,6.74,7804.0,5.0,26.95,78.95,141.48396330275227,4.0,15.0
1367.0,59.959,7.0,179.0,1.0,3.0,8.0,612.0,1.7282,791.0,6.21,9805.0,5.0,31.0,95.0,157.90226773957573,1.0,19.0
1160.0,49.3588,7.0,171.0,0.0,4.0,10.0,569.0,1.5676,740.0,4.94,10830.0,6.0,28.93,95.24,153.18248275862072,1.0,20.0
1282.0,51.6379,10.0,165.0,1.0,2.0,12.0,640.0,1.5925,805.0,6.15,10670.0,10.0,27.39,89.66,145.00502340093604,3.0,26.0
1539.0,63.1095,5.0,194.0,1.0,0.0,10.0,663.0,1.7958,857.0,6.76,9362.0,10.0,29.3,92.86,147.62456140350875,2.0,26.0
906.0,38.8351,1.0,130.0,1.0,2.0,12.0,360.0,1.849,490.0,5.83,6692.0,10.0,29.72,76.92,154.31165562913907,3.0,10.0
798.0,36.6386,14.0,128.0,0.0,5.0,10.0,348.0,1.6765,476.0,5.32,6105.0,5.0,31.68,85.71,165.28691729323307,1.0,6.0
1224.0,53.4303,10.0,156.0,0.0,3.0,14.0,574.0,1.6767,730.0,6.06,9404.0,11.0,30.41,82.61,157.1479411764706,4.0,19.0
1117.0,45.6565,5.0,176.0,0.0,2.0,14.0,545.0,1.5492,721.0,6.27,8434.0,12.0,29.05,100.0,147.1471799462847,0.0,24.0
1216.0,52.3289,7.0,158.0,0.0,2.0,10.0,633.0,1.5373,791.0,4.7,11278.0,8.0,29.84,95.45,154.92108552631578,1.0,21.0
1261.0,54.0617,10.0,161.0,1.0,3.0,17.0,626.0,1.6023,787.0,6.13,9187.0,14.0,30.16,84.0,154.33950832672483,4.0,21.0
1236.0,56.502,21.0,137.0,2.0,3.0,5.0,643.0,1.5846,780.0,4.71,11316.0,2.0,31.77,85.71,164.56893203883496,3.0,18.0
750.0,30.2626,7.0,117.0,0.0,1.0,5.0,341.0,1.6376,458.0,5.34,6181.0,4.0,28.1,93.75,145.26048,1.0,15.0
717.0,29.5995,5.0,111.0,0.0,3.0,3.0,361.0,1.5191,472.0,6.3,4954.0,0.0,27.61,100.0,148.61673640167365,0.0,7.0
1051.0,41.9185,5.0,139.0,0.0,5.0,12.0,525.0,1.5828,664.0,5.99,7953.0,7.0,26.81,100.0,143.5838249286394,0.0,26.0
1120.0,43.1066,9.0,158.0,0.0,3.0,12.0,634.0,1.4141,792.0,7.0,7087.0,9.0,26.05,84.0,138.55692857142859,4.0,21.0
1191.0,49.9671,10.0,139.0,0.0,4.0,15.0,606.0,1.5987,745.0,5.75,9757.0,11.0,28.7,90.91,151.03405541561713,2.0,20.0
1068.0,46.4467,11.0,147.0,1.0,4.0,6.0,558.0,1.5149,705.0,5.72,8735.0,2.0,29.46,95.45,156.56191011235956,1.0,21.0
1238.0,52.5488,11.0,152.0,0.0,1.0,7.0,650.0,1.5436,802.0,4.68,13284.0,6.0,28.71,83.33,152.80749596122777,5.0,25.0
962.0,35.1832,1.0,89.0,0.0,1.0,14.0,545.0,1.5174,634.0,4.92,7645.0,13.0,24.37,94.44,131.66270270270272,1.0,17.0
773.0,36.1666,3.0,106.0,0.0,0.0,4.0,328.0,1.7811,434.0,5.17,6145.0,4.0,33.31,100.0,168.43435963777492,0.0,20.0
950.0,40.383,12.0,100.0,1.0,4.0,8.0,489.0,1.6129,589.0,5.05,7625.0,4.0,28.69,85.71,153.0303157894737,2.0,12.0
898.0,37.7187,7.0,102.0,1.0,2.0,7.0,531.0,1.4186,633.0,4.77,9264.0,5.0,27.58,78.57,151.21082405345211,3.0,11.0
1085.0,48.8878,19.0,123.0,2.0,4.0,11.0,519.0,1.69,642.0,5.28,8182.0,7.0,31.5,84.21,162.20836866359446,3.0,16.0
969.0,44.5634,5.0,103.0,1.0,0.0,8.0,478.0,1.6678,581.0,5.89,6161.0,8.0,33.04,80.95,165.56061919504643,4.0,17.0
1216.0,57.3378,9.0,140.0,1.0,1.0,9.0,557.0,1.7446,697.0,5.42,9821.0,8.0,33.64,86.36,169.7500657894737,3.0,19.0
774.0,42.0493,5.0,93.0,1.0,7.0,4.0,330.0,1.8298,423.0,5.42,5503.0,-3.0,39.51,100.0,195.57813953488375,0.0,17.0
548.0,23.8277,8.0,65.0,1.0,1.0,8.0,257.0,1.7019,322.0,4.42,4072.0,7.0,31.95,93.75,156.53233576642336,1.0,15.0
720.0,35.4948,1.0,84.0,0.0,3.0,4.0,393.0,1.5094,477.0,5.46,5881.0,1.0,33.17,85.71,177.474,2.0,12.0
838.0,42.836,1.0,100.0,0.0,5.0,6.0,381.0,1.7422,481.0,4.16,8292.0,1.0,36.52,87.5,184.02100238663485,1.0,7.0
767.0,32.7401,3.0,93.0,0.0,5.0,8.0,381.0,1.6181,474.0,4.21,6904.0,3.0,29.09,93.75,153.66930899608866,1.0,15.0
666.0,27.6561,8.0,64.0,0.0,3.0,7.0,341.0,1.6444,405.0,5.59,5168.0,4.0,28.92,100.0,149.49243243243242,0.0,9.0
846.0,38.9393,3.0,99.0,1.0,7.0,9.0,383.0,1.7552,482.0,6.1,5676.0,2.0,32.18,90.91,165.69914893617022,2.0,20.0
402.0,17.748,2.0,52.0,0.0,2.0,4.0,210.0,1.5344,262.0,4.43,3495.0,2.0,29.25,90.91,158.93731343283582,1.0,10.0
380.0,16.4742,7.0,53.0,0.0,0.0,4.0,191.0,1.5574,244.0,2.49,6146.0,4.0,28.92,100.0,156.07136842105263,0.0,10.0
425.0,19.537,37.0,49.0,0.0,2.0,7.0,202.0,1.6932,251.0,4.45,4386.0,5.0,30.78,91.67,165.48988235294118,1.0,11.0
343.0,19.0914,4.0,47.0,0.0,4.0,5.0,140.0,1.8342,187.0,4.47,3447.0,1.0,36.34,100.0,200.37620991253644,0.0,3.0
230.0,11.8469,1.0,30.0,1.0,4.0,2.0,95.0,1.84,125.0,3.18,3454.0,-2.0,35.61,100.0,185.42973913043477,0.0,9.0
306.0,13.7745,0.0,43.0,0.0,3.0,3.0,100.0,2.1399,143.0,3.24,4748.0,0.0,33.01,100.0,162.05294117647057,0.0,10.0
386.0,16.5843,1.0,60.0,0.0,2.0,1.0,88.0,2.6081,148.0,5.62,4325.0,-1.0,30.43,100.0,154.6722279792746,0.0,9.0
281.0,13.1456,0.0,42.0,0.0,2.0,6.0,71.0,2.4867,113.0,4.94,3039.0,4.0,33.56,100.0,168.41338078291813,0.0,6.0
281.0,13.3266,0.0,39.0,0.0,2.0,3.0,80.0,2.3613,119.0,4.76,3133.0,1.0,36.76,92.31,170.73224199288254,1.0,12.0
258.0,12.1009,0.0,52.0,0.0,1.0,4.0,77.0,2.0,129.0,5.1,2567.0,3.0,32.17,100.0,168.84976744186045,0.0,10.0
351.0,17.3815,3.0,47.0,0.0,0.0,4.0,76.0,2.8537,123.0,3.89,4247.0,4.0,37.93,100.0,178.27179487179487,0.0,8.0
287.0,16.8233,0.0,55.0,0.0,0.0,4.0,97.0,1.8882,152.0,3.99,3156.0,4.0,41.29,90.91,211.02397212543553,1.0,10.0
310.0,17.3132,0.0,47.0,0.0,4.0,4.0,89.0,2.2794,136.0,3.99,4359.0,0.0,40.61,85.71,201.05651612903225,1.0,6.0
275.0,10.413,1.0,44.0,0.0,1.0,4.0,63.0,2.5701,107.0,4.0,4176.0,3.0,26.91,100.0,136.31563636363637,0.0,2.0
222.0,10.5967,0.0,46.0,1.0,2.0,3.0,69.0,1.9304,115.0,4.03,2976.0,1.0,33.3,66.67,171.8383783783784,2.0,4.0
209.0,8.6935,0.0,35.0,2.0,2.0,4.0,70.0,1.9905,105.0,3.33,2880.0,2.0,28.35,100.0,149.74449760765552,0.0,1.0
